"registrationid","buildingid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","block","lot","bin","communityboard","lastregistrationdate","registrationenddate"
"421357","470583","4","QUEENS","40-11","40-11","40-11","73 STREET","15540","11377","1305","22","4030452","4","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"924793","471373","4","QUEENS","34-32","34-32","34-32","74 STREET","15640","11372","1260","23","4028933","3","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"927519","473458","4","QUEENS","85-72","85-72","85-72","75 STREET","15790","11421","8836","52","4180842","9","2025-08-13T00:00:00.000","2026-09-01T00:00:00.000"
"431909","474470","4","QUEENS","22-21","22-21","22-21","76 STREET","15990","11370","1008","7501","4449250","1","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"913509","475488","4","QUEENS","97-14","97-14","97-14","76 STREET","15990","11416","9047","13","4187885","9","2013-12-31T00:00:00.000","2014-09-01T00:00:00.000"
"419881","477320","4","QUEENS","40-10","40-10","40-10","77 STREET","16140","11373","1487","11","4036752","4","2019-11-26T00:00:00.000","2020-11-01T00:00:00.000"
"405346","477372","4","QUEENS","41-51","41-51","41-51","77 STREET","16140","11373","1497","53","4037033","4","2025-07-02T00:00:00.000","2026-09-01T00:00:00.000"
"432534","482924","4","QUEENS","30-19","30-19","30-19","80 STREET","16590","11370","1129","62","4025108","3","2018-06-06T00:00:00.000","2019-09-01T00:00:00.000"
"409458","483047","4","QUEENS","35-55","35-55","35-55","80 STREET","16590","11372","1280","48","4029677","3","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"404134","484616","4","QUEENS","37-06","37-02","37-06","81 STREET","16740","11372","1291","6","4029987","3","2025-10-14T00:00:00.000","2026-09-01T00:00:00.000"
"407467","490506","4","QUEENS","84-23","84-23","84-25","85 ROAD","17290","11421","8857","75","4181640","9","2025-08-20T00:00:00.000","2026-09-01T00:00:00.000"
"405925","491410","4","QUEENS","102-05","102-05","102-05","86 AVENUE","17390","11418","9185","48","4191606","9","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"916610","493211","4","QUEENS","100-24","100-24","100-24","87 AVENUE","17590","11418","9287","110","4194189","9","2019-10-28T00:00:00.000","2020-11-01T00:00:00.000"
"911810","495872","4","QUEENS","82-75","82-75","82-75","88 PLACE","17890","11385","3869","97","4094725","5","2012-09-12T00:00:00.000","2013-09-15T00:00:00.000"
"421439","497401","4","QUEENS","169-09","169-09","169-09","89 AVENUE","18040","11432","9823","35","4210160","12","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"417229","504407","4","QUEENS","49-01","49-01","49-01","94 STREET","18740","11373","1877","67","4046385","4","2025-10-02T00:00:00.000","2026-09-01T00:00:00.000"
"417309","504425","4","QUEENS","50-14","50-14","50-14","94 STREET","18740","11373","1866","28","4046105","4","2025-07-21T00:00:00.000","2026-09-01T00:00:00.000"
"428097","507772","4","QUEENS","41-15","41-15","41-15","97 PLACE","18990","11368","1614","5","4040405","4","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"917943","513069","4","QUEENS","101-54","101-54","101-54","102 STREET","19540","11416","9419","26","4198331","9","2016-12-23T00:00:00.000","2017-09-01T00:00:00.000"
"411633","513395","4","QUEENS","37-51","37-51","37-51","102 STREET","19540","11368","1768","79","4044268","3","2014-08-19T00:00:00.000","2015-09-01T00:00:00.000"
"217095","79527","2","BRONX","1137","1137","1137","FTELEY AVENUE","34020","10472","3747","61","2024047","9","2025-12-10T00:00:00.000","2026-09-01T00:00:00.000"
"407587","519533","4","QUEENS","43-08","43-08","43-08","108 STREET","20190","11368","1987","32","4048913","4",,"2026-09-01T00:00:00.000"
"418817","519731","4","QUEENS","85-48","85-48","85-48","108 STREET","20190","11418","9197","27","4191914","9","2025-07-14T00:00:00.000","2026-09-01T00:00:00.000"
"910337","525243","4","QUEENS","223-18","223-18","223-18","113 AVENUE","20630","11429","11223","32","4241888","13","2025-05-27T00:00:00.000","2026-09-01T00:00:00.000"
"421373","525833","4","QUEENS","75-23","75-23","75-23","113 STREET","20640","11375","2265","67","4052768","6","2025-09-12T00:00:00.000","2026-09-01T00:00:00.000"
"914787","698139","4","QUEENS","105-15 REAR","105-15 REAR","105-15 REAR","SUTPHIN BOULEVARD","64790","11435","10059","131","4215042","12","2025-12-11T00:00:00.000","2026-09-01T00:00:00.000"
"911843","529874","4","QUEENS","150-71","150-71","150-71","116 ROAD","20910","11434","12201","63","4264672","12",,"2024-09-30T00:00:00.000"
"929077","534447","4","QUEENS","18-43","18-43","18-43","120 STREET","21340","11356","4082","3","4098266","7","2025-08-15T00:00:00.000","2026-09-01T00:00:00.000"
"219312","58141","2","BRONX","1517","1517","1517","COMMONWEALTH AVENUE","20920","10460","3917","43","2028542","9","2025-12-04T00:00:00.000","2026-09-01T00:00:00.000"
"911680","549399","4","QUEENS","244-12","244-12","244-12","137 ROAD","22440","11422","13247","12","4284621","13","2014-08-26T00:00:00.000","2015-09-01T00:00:00.000"
"144371","966731","1","MANHATTAN","2040","2040","2042","FREDERICK DOUGLASS BLVD","0","10026","1826","7503","1090258","10","2025-12-01T00:00:00.000","2026-09-01T00:00:00.000"
"923157","557061","4","QUEENS","257-40","257-40","257-40","147 ROAD","23080","11422","13670","45","4290534","13","2021-12-27T00:00:00.000","2022-09-01T00:00:00.000"
"928911","558317","4","QUEENS","61-49","61-49","61-49","148 PLACE","23125","11367","6428","23","4140998","8","2025-07-07T00:00:00.000","2026-09-01T00:00:00.000"
"381301","892196","3","BROOKLYN","229","229","229","AVENUE W","14730","11223","7149","7501","3389221","15","2025-12-11T00:00:00.000","2026-09-01T00:00:00.000"
"422986","573509","4","QUEENS","61-39","61-39","61-39","168 STREET","24490","11365","6896","13","4148915","8","2025-07-02T00:00:00.000","2026-09-01T00:00:00.000"
"925184","595341","4","QUEENS","112-12","112-12","112-12","205 STREET","26090","11412","10980","40","4235411","12","2024-10-10T00:00:00.000","2025-09-01T00:00:00.000"
"918485","604986","4","QUEENS","108-52","108-52","108-52","217 PLACE","26735","11429","11120","57","4239678","13","2017-08-10T00:00:00.000","2018-09-01T00:00:00.000"
"924605","612189","4","QUEENS","114-47","114-47","114-47","226 STREET","27070","11411","11270","32","4242939","13","2024-10-11T00:00:00.000","2025-09-01T00:00:00.000"
"424053","629331","4","QUEENS","130-22","130-22","130-22","ATLANTIC AVENUE","28890","11419","9446","31","4314903","9","2007-12-22T00:00:00.000","2008-10-01T00:00:00.000"
"321757","132457","3","BROOKLYN","658","658","658","6 AVENUE","5680","11215","885","42","3017159","7","2025-12-22T00:00:00.000","2026-09-01T00:00:00.000"
"327759","212404","3","BROOKLYN","2870","2870","2870","BRIGHTON 4 STREET","21880","11235","7261","94","3196368","13","2025-12-15T00:00:00.000","2026-09-01T00:00:00.000"
"913528","631948","4","QUEENS","416","416","416","BEACH 25 STREET","30390","11691","15774","58","4454093","14","2025-09-25T00:00:00.000","2026-09-01T00:00:00.000"
"922996","632140","4","QUEENS","221","221","221","BEACH 29 STREET","30590","11691","15805","12","4301592","14","2020-11-13T00:00:00.000","2021-09-01T00:00:00.000"
"415639","633309","4","QUEENS","319","319","319","BEACH 68 STREET","31940","11692","15916","68","4302049","14","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"404698","638523","4","QUEENS","1868","1868","1868","BLEECKER STREET","36190","11385","3406","20","4081389","5","2012-10-02T00:00:00.000","2013-09-15T00:00:00.000"
"401407","640510","4","QUEENS","32-20","32-20","32-20","BROADWAY","37290","11106","612","40","4008332","1","2025-07-14T00:00:00.000","2026-09-01T00:00:00.000"
"411562","649359","4","QUEENS","1742","1742","1742","DE KALB AVENUE","41890","11385","3425","43","4081769","5","2025-09-06T00:00:00.000","2026-09-01T00:00:00.000"
"923446","654820","4","QUEENS","61-16","61-16","61-16","FLUSHING AVENUE","45190","11378","2739","37","4061179","5","2025-06-26T00:00:00.000","2026-09-01T00:00:00.000"
"403878","660867","4","QUEENS","150","150","150","GREENWAY TERRACE","48197","11375","3272","1","4078317","6","2025-08-14T00:00:00.000","2026-09-01T00:00:00.000"
"915644","664353","4","QUEENS","198-05","198-05","198-05","HOLLIS AVENUE","49990","11412","10898","3","4233156","12","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"912699","667202","4","QUEENS","102-11","102-11","102-11","JAMAICA AVENUE","51090","11418","9187","53","4191680","9","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"915804","667709","4","QUEENS","149-13","149-13","149-13","JAMAICA AVENUE","51090","11435","9679","386","4206837","12","2018-06-05T00:00:00.000","2019-09-01T00:00:00.000"
"924858","668000","4","QUEENS","182-39","182-39","182-39","JAMAICA AVENUE","51090","11423","9902","98","4211868","12","2022-08-31T00:00:00.000","2023-09-01T00:00:00.000"
"920094","668362","4","QUEENS","215-07","215-07","215-07","JAMAICA AVENUE","51090","11428","10607","47","4226299","13","2018-04-20T00:00:00.000","2018-09-01T00:00:00.000"
"926565","670850","4","QUEENS","71-10","71-10","71-10","KESSEL STREET","51975","11375","3243","5","4077644","6","2025-01-09T00:00:00.000","2025-09-01T00:00:00.000"
"924115","654847","4","QUEENS","63-22","63-22","63-22","FLUSHING AVENUE","45190","11378","2749","27","4061439","5","2025-12-16T00:00:00.000","2026-09-01T00:00:00.000"
"924189","673599","4","QUEENS","124-19","124-19","124-19","LIBERTY AVENUE","53790","11419","9561","23","4203882","10","2024-11-14T00:00:00.000","2025-09-01T00:00:00.000"
"414908","674767","4","QUEENS","201-09","201-09","201-09","LINDEN BOULEVARD","53890","11412","11073","6","4238527","12","2025-10-14T00:00:00.000","2026-09-01T00:00:00.000"
"413664","675086","4","QUEENS","16-74","16-74","16-74","LINDEN STREET","54090","11385","3447","19","4082344","5","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"401212","675223","4","QUEENS","20-47","20-47","20-47","LINDEN STREET","54090","11385","3385","49","4080691","5","2015-08-04T00:00:00.000","2016-09-01T00:00:00.000"
"913056","683968","4","QUEENS","46-20","46-20","46-20","NEWTOWN ROAD","57490","11103","724","26","4013175","1","2025-08-19T00:00:00.000","2026-09-01T00:00:00.000"
"921396","684515","4","QUEENS","105-11","105-11","105-11","NORTHERN BOULEVARD","57790","11368","1700","40","4042141","3","2025-10-07T00:00:00.000","2026-09-01T00:00:00.000"
"409942","694417","4","QUEENS","1054","1054","1054","SENECA AVENUE","61890","11385","3566","27","4086028","5","2023-09-29T00:00:00.000","2024-09-30T00:00:00.000"
"417530","695530","4","QUEENS","145-04","145-04","145-04","SOUTH ROAD","62990","11435","10079","7","4215359","12","2019-09-10T00:00:00.000","2020-11-01T00:00:00.000"
"423308","699087","4","QUEENS","71-12","71-12","71-12","SUTTON PLACE","64910","11365","6797","7502","4449618","8","2025-10-02T00:00:00.000","2026-09-01T00:00:00.000"
"400268","701994","4","QUEENS","52-24","52-24","52-24","VAN LOON STREET","66190","11373","2476","28","4057297","4","2025-07-14T00:00:00.000","2026-09-01T00:00:00.000"
"911210","704293","4","QUEENS","193-15","193-15","193-15","WILLIAMSON AVENUE","67750","11413","12730","66","4274209","12",,"2023-09-01T00:00:00.000"
"406192","704793","4","QUEENS","1683","1683","1683","WOODBINE STREET","67990","11385","3449","34","4082395","5","2025-06-06T00:00:00.000","2026-09-01T00:00:00.000"
"13113","714215","5","STATEN ISLAND","104","100","104","BEACH STREET","17900","10304","521","95","5013695","1","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"500196","717991","5","STATEN ISLAND","259","259","259","BROAD STREET","20300","10304","543","6","5014086","1","2025-09-30T00:00:00.000","2026-09-01T00:00:00.000"
"14452","722272","5","STATEN ISLAND","166","166","166","CHARLES AVENUE","22605","10302","1089","10","5025671","1","2025-06-11T00:00:00.000","2026-09-01T00:00:00.000"
"18208","741672","5","STATEN ISLAND","118","118","118","GREAT KILLS ROAD","30720","10308","5127","46","5105394","3","2025-05-20T00:00:00.000","2026-09-01T00:00:00.000"
"16601","745915","5","STATEN ISLAND","18","18","18","HOLBERNT COURT","33175","10302","238","72","5166309","1","2025-09-06T00:00:00.000","2026-09-01T00:00:00.000"
"501302","755061","5","STATEN ISLAND","10","10","12","LINCOLN AVENUE","36500","10306","3592","13","5105928","2","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"11023","764367","5","STATEN ISLAND","453","453","453","NETHERLAND AVENUE","39740","10303","1260","125","5028305","1","2019-08-21T00:00:00.000","2020-11-01T00:00:00.000"
"17771","764864","5","STATEN ISLAND","305","305","305","NICHOLAS AVENUE","40200","10302","1104","22","5026022","1","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"611218","35570","1","MANHATTAN","304","304","304","WEST 77 STREET","35310","10024","1185","77","1031071","7","2025-12-01T00:00:00.000","2026-09-01T00:00:00.000"
"824357","300794","3","BROOKLYN","416","416","416","GLENMORE AVENUE","44330","11207","3722","12","3083828","5","2025-12-23T00:00:00.000","2026-09-01T00:00:00.000"
"14931","779165","5","STATEN ISLAND","105","105","105","RUSTIC PLACE","45955","10308","5149","25","5065767","3","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"219045","60156","2","BRONX","2554","2554","2554","CRUGER AVENUE","22920","10467","4434","28","2051352","11","2025-12-11T00:00:00.000","2026-09-01T00:00:00.000"
"127938","804054","1","MANHATTAN","207 REAR","207 REAR","207 REAR","AVENUE B","12210","10009","395","7","1076879","3","2025-06-04T00:00:00.000","2026-09-01T00:00:00.000"
"124749","804419","1","MANHATTAN","238 REAR","238 REAR","238 REAR","EAST 30 STREET","17590","10016","910","41","1077032","6","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"309434","808512","3","BROOKLYN","229","229","229","HEWES STREET","49430","11211","2206","42","3060383","1","2024-07-24T00:00:00.000","2025-09-01T00:00:00.000"
"346872","809274","3","BROOKLYN","44","44","44","RICHARDSON STREET","73290","11211","2731","24","3322761","1","2025-10-07T00:00:00.000","2026-09-01T00:00:00.000"
"307447","809620","3","BROOKLYN","244","244","244","SUMPTER STREET","83430","11233","1526","22","3347132","16","2025-08-05T00:00:00.000","2026-09-01T00:00:00.000"
"374860","809837","3","BROOKLYN","2770","2770","2770","WEST 33 STREET","91980","11224","6979","100","3253907","13","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"375243","809897","3","BROOKLYN","270","262","270","WILSON AVENUE","93530","11237","3297","1","3325697","4","2025-07-18T00:00:00.000","2026-09-01T00:00:00.000"
"403306","810538","4","QUEENS","37-16","37-16","37-16","65 STREET","13740","11377","1219","32","4431286","2","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"420506","810842","4","QUEENS","168-40","168-40","168-44","127 AVENUE","21730","11434","12495","2","4436335","12","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"409048","811024","4","QUEENS","67-50","67-50","67-50","164 STREET","24240","11365","6792","600","4455445","8","2025-09-29T00:00:00.000","2026-09-01T00:00:00.000"
"412023","811614","4","QUEENS","23-49","23-49","23-49","26 STREET","52190","11105","854","19","4018103","1","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"405241","811931","4","QUEENS","147-68","147-68","147-68","VILLAGE ROAD","66590","11432","6715","2","4530524","8","2025-09-13T00:00:00.000","2026-09-01T00:00:00.000"
"500093","812409","5","STATEN ISLAND","482","482","482","CASTLETON AVENUE","21950","10301","131","24","5116830","1","2018-11-19T00:00:00.000","2019-09-01T00:00:00.000"
"228104","813252","2","BRONX","836","836","836","TILDEN STREET","68820","10467","4670","50","2093567","12","2024-11-20T00:00:00.000","2025-09-01T00:00:00.000"
"141716","822145","1","MANHATTAN","121","121","123","SULLIVAN STREET","31990","10012","503","7501","1085967","2","2025-09-17T00:00:00.000","2026-09-01T00:00:00.000"
"378158","822539","3","BROOKLYN","2310","2310","2310","EAST 15 STREET","35480","11229","7399","111","3349291","15","2025-06-09T00:00:00.000","2026-09-01T00:00:00.000"
"376905","822608","3","BROOKLYN","2458","2458","2458","WEST 2 STREET","90580","11223","7193","30","3344455","15","2025-07-30T00:00:00.000","2026-09-01T00:00:00.000"
"425965","824376","4","QUEENS","141-45","141-45","141-45","84 DRIVE","0","11435","9713","143","4458077","8","2003-07-24T00:00:00.000","2003-10-01T00:00:00.000"
"425499","825903","4","QUEENS","119-54","119-54","119-60","METROPOLITAN AVENUE","55690","11415","9231","23","4192767","9","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"383079","830989","3","BROOKLYN","139","139","139","LYNCH STREET","57830","11206","2232","7504","3061184","1","2016-03-14T00:00:00.000","2016-09-01T00:00:00.000"
"426258","836715","4","QUEENS","105-20","105-10","105-20","LIVERPOOL STREET","54190","11435","10050","10","4438723","12","2025-09-08T00:00:00.000","2026-09-01T00:00:00.000"
"313021","356830","3","BROOKLYN","1598","1598","1598","PROSPECT PLACE","72730","11233","1369","27","3036347","8","2025-12-22T00:00:00.000","2026-09-01T00:00:00.000"
"306671","168209","3","BROOKLYN","1469","1469","1469","71 STREET","10080","11228","6168","50","3157138","11","2025-12-10T00:00:00.000","2026-09-01T00:00:00.000"
"314876","326545","3","BROOKLYN","326","326","326","LINCOLN PLACE","56030","11238","1179","23","3029624","8","2025-12-23T00:00:00.000","2026-09-01T00:00:00.000"
"358033","145564","3","BROOKLYN","251","251","251","21 STREET","7330","11215","891","71","3017418","7","2025-12-29T00:00:00.000","2026-09-01T00:00:00.000"
"344901","376305","3","BROOKLYN","1200","1200","1200","STERLING PLACE","81430","11213","1376","14","3036667","8","2025-12-15T00:00:00.000","2026-09-01T00:00:00.000"
"224194","842210","2","BRONX","812","812","812","COURTLANDT AVENUE","21520","10451","2405","106","2103743","1","2022-03-15T00:00:00.000","2022-09-01T00:00:00.000"
"915385","842416","4","QUEENS","202-14","202-14","202-14","109 AVENUE","20240","11412","10905","15","4451960","12","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
